yr	type	reportingCountry	partnerCountry	commodity	TradeValue
2008	Import	Viet Nam	CHN	Plastics and articles thereof	374308893
2008	Export	Viet Nam	CHN	Plastics and articles thereof	30774325
2008	Import	Viet Nam	CHN	Rubber and articles thereof	85238864
2008	Export	Viet Nam	CHN	Rubber and articles thereof	1091028398
2008	Import	Viet Nam	CHN	Raw hides and skins(other than furskins) and leather	50986830
2008	Export	Viet Nam	CHN	Raw hides and skins(other than furskins) and leather	96713526
2008	Import	Viet Nam	CHN	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	16893414
2008	Export	Viet Nam	CHN	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	10459697
2008	Import	Viet Nam	CHN	Furskins and artificial fur; manufactures thereof	9193315
2008	Export	Viet Nam	CHN	Furskins and artificial fur; manufactures thereof	231018
2008	Import	Viet Nam	CHN	Wood and articles of wood; wood charcoal	119133215
2008	Export	Viet Nam	CHN	Wood and articles of wood; wood charcoal	136508101
2008	Import	Viet Nam	CHN	Cork and articles of cork	57640
2008	Import	Viet Nam	CHN	"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"	1444531
2008	Export	Viet Nam	CHN	"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"	997871
2008	Import	Viet Nam	CHN	Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard	674067
2008	Export	Viet Nam	CHN	Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard	4893
2008	Import	Viet Nam	CHN	"Paper and paperboard; articles of paper pulp, of paper or of paperboard"	121605684
2008	Export	Viet Nam	CHN	"Paper and paperboard; articles of paper pulp, of paper or of paperboard"	4808657
2008	Import	Viet Nam	CHN	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	11418939
2008	Export	Viet Nam	CHN	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	65496
2008	Import	Viet Nam	CHN	Silk	20935727
2008	Export	Viet Nam	CHN	Silk	375391
2008	Import	Viet Nam	CHN	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	26303787
2008	Export	Viet Nam	CHN	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	2015643
2008	Import	Viet Nam	CHN	Cotton	496672432
2008	Export	Viet Nam	CHN	Cotton	85678660
2008	Import	Viet Nam	CHN	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	7642922
2008	Export	Viet Nam	CHN	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	16727972
2008	Import	Viet Nam	CHN	Man-made filaments; strip and the like of man-made textile materials	184667105
2008	Export	Viet Nam	CHN	Man-made filaments; strip and the like of man-made textile materials	23432565
2008	Import	Viet Nam	CHN	Man-made staple fibres	596942297
2008	Export	Viet Nam	CHN	Man-made staple fibres	8943482
2008	Import	Viet Nam	CHN	"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"	41040083
2008	Export	Viet Nam	CHN	"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"	4485872
2008	Import	Viet Nam	CHN	Carpets and other textile floor coverings	2796066
2008	Export	Viet Nam	CHN	Carpets and other textile floor coverings	10320
2008	Import	Viet Nam	CHN	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	84762979
2008	Export	Viet Nam	CHN	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	719387
2008	Import	Viet Nam	CHN	"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"	129765241
2008	Export	Viet Nam	CHN	"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"	1613087
2008	Import	Viet Nam	CHN	Knitted or crocheted fabrics	223406014
2008	Export	Viet Nam	CHN	Knitted or crocheted fabrics	2160828
2008	Import	Viet Nam	CHN	"Articles of apparel and clothing accessories, knitted or crocheted"	13771044
2008	Export	Viet Nam	CHN	"Articles of apparel and clothing accessories, knitted or crocheted"	11259753
2008	Import	Viet Nam	CHN	"Articles of apparel and clothing accessories, not knitted or crocheted"	31776428
2008	Export	Viet Nam	CHN	"Articles of apparel and clothing accessories, not knitted or crocheted"	12916836
2008	Import	Viet Nam	CHN	Other made up textile articles; sets; worn clothing and worn textile articles; rags	5662399
2008	Export	Viet Nam	CHN	Other made up textile articles; sets; worn clothing and worn textile articles; rags	3555545
2008	Import	Viet Nam	CHN	"Footwear, gaiters and the like; parts of such articles"	99710916
2008	Export	Viet Nam	CHN	"Footwear, gaiters and the like; parts of such articles"	111949982
2008	Import	Viet Nam	CHN	Headgear and parts thereof	819047
2008	Export	Viet Nam	CHN	Headgear and parts thereof	730167
2008	Import	Viet Nam	CHN	"Umbrella, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof"	111062
2008	Import	Viet Nam	CHN	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair	728494
2008	Export	Viet Nam	CHN	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair	902481
2008	Import	Viet Nam	CHN	"Articles of stone, plaster, cement, asbestos, mica or similar materials"	53666270
2008	Export	Viet Nam	CHN	"Articles of stone, plaster, cement, asbestos, mica or similar materials"	691162
2008	Import	Viet Nam	CHN	Ceramic products	67596775
2008	Export	Viet Nam	CHN	Ceramic products	2847953
2008	Import	Viet Nam	CHN	Glass and glassware	71533311
2008	Export	Viet Nam	CHN	Glass and glassware	58178099
2008	Import	Viet Nam	CHN	"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin"	3496939
2008	Export	Viet Nam	CHN	"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin"	22346281
2008	Import	Viet Nam	CHN	Iron and steel	2474286912
2008	Export	Viet Nam	CHN	Iron and steel	33483773
2008	Import	Viet Nam	CHN	Articles of iron or steel	386872401
2008	Export	Viet Nam	CHN	Articles of iron or steel	6486208
2008	Import	Viet Nam	CHN	Copper and articles thereof	48191436
2008	Export	Viet Nam	CHN	Copper and articles thereof	6903337
2008	Import	Viet Nam	CHN	Nickel and articles thereof	3303921
2008	Import	Viet Nam	CHN	Aluminum and articles thereof	159719813
2008	Export	Viet Nam	CHN	Aluminum and articles thereof	7780428
2008	Import	Viet Nam	CHN	Lead and articles thereof	26480105
2008	Export	Viet Nam	CHN	Lead and articles thereof	766051
2008	Import	Viet Nam	CHN	Zinc and articles thereof	3033440
2008	Export	Viet Nam	CHN	Zinc and articles thereof	283427
2008	Import	Viet Nam	CHN	Tin and articles thereof	3919625
2008	Import	Viet Nam	CHN	Other base metals; cermets; articles thereof	4676048
2008	Import	Viet Nam	CHN	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"	23435770
2008	Export	Viet Nam	CHN	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"	1358761
2008	Import	Viet Nam	CHN	Miscellaneous articles of base metal	68129085
2008	Export	Viet Nam	CHN	Miscellaneous articles of base metal	340361
2008	Import	Viet Nam	CHN	"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"	2753019566
2008	Export	Viet Nam	CHN	"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"	225593319
2008	Import	Viet Nam	CHN	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"	2414919932
2008	Export	Viet Nam	CHN	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"	201841896
2008	Import	Viet Nam	CHN	"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	12281090
2008	Export	Viet Nam	CHN	"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	23820
2008	Import	Viet Nam	CHN	"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"	541430236
2008	Export	Viet Nam	CHN	"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"	6983747
2008	Import	Viet Nam	CHN	"Aircraft, spacecraft, and parts thereof"	86553
2008	Export	Viet Nam	CHN	"Aircraft, spacecraft, and parts thereof"	97867
2008	Import	Viet Nam	CHN	"Ships, boats and floating structures"	80324846
2008	Export	Viet Nam	CHN	"Ships, boats and floating structures"	1541443
2008	Import	Viet Nam	CHN	"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"	217038162
2008	Export	Viet Nam	CHN	"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"	6416154
2008	Import	Viet Nam	CHN	Clocks and watches and parts thereof	2493188
2008	Export	Viet Nam	CHN	Clocks and watches and parts thereof	1315
2008	Import	Viet Nam	CHN	Musical instruments; parts and accessories of such articles	3021097
2008	Export	Viet Nam	CHN	Musical instruments; parts and accessories of such articles	3740
2008	Import	Viet Nam	CHN	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	45790483
2008	Export	Viet Nam	CHN	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	16614428
2008	Import	Viet Nam	CHN	"Toys, games and sports requisites; parts and accessories thereof"	16533668
2008	Export	Viet Nam	CHN	"Toys, games and sports requisites; parts and accessories thereof"	4076559
2008	Import	Viet Nam	CHN	Miscellaneous manufactured articles	65648775
2008	Export	Viet Nam	CHN	Miscellaneous manufactured articles	1383577
2008	Import	Viet Nam	CHN	"Works of art, collectors' pieces and antiques"	279199
2008	Export	Viet Nam	CHN	"Works of art, collectors' pieces and antiques"	1587
2008	Import	Viet Nam	CHN	Commodities not specified according to kind	324800590
2008	Export	Viet Nam	CHN	Commodities not specified according to kind	233869949
2009	Import	Viet Nam	CHN	Live animals; animal products	10000
2009	Export	Viet Nam	CHN	Live animals; animal products	840824
2009	Export	Viet Nam	CHN	Meat and edible meat offal	2428538
2009	Import	Viet Nam	CHN	"Fish and crustaceans, molluscs and other acquatic invertebrates"	11552035
2009	Export	Viet Nam	CHN	"Fish and crustaceans, molluscs and other acquatic invertebrates"	124557085
2009	Import	Viet Nam	CHN	"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"	337717
2009	Export	Viet Nam	CHN	"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included"	756767
2009	Import	Viet Nam	CHN	"Products of animal origin, not elsewhere specified or included"	8042358
2009	Export	Viet Nam	CHN	"Products of animal origin, not elsewhere specified or included"	4754420
2009	Import	Viet Nam	CHN	"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"	2519143
2009	Export	Viet Nam	CHN	"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage"	199399
2009	Import	Viet Nam	CHN	Edible vegetables and certain roots and tubers	65022347
2009	Export	Viet Nam	CHN	Edible vegetables and certain roots and tubers	295368138
2009	Import	Viet Nam	CHN	Edible fruit and nuts; peel of citrus fruit or melons	100262615
2009	Export	Viet Nam	CHN	Edible fruit and nuts; peel of citrus fruit or melons	309306426
2009	Import	Viet Nam	CHN	"Coffee, tea, maté and spices"	3290284
2009	Export	Viet Nam	CHN	"Coffee, tea, maté and spices"	35520501
2009	Import	Viet Nam	CHN	Cereals	39849297
2009	Export	Viet Nam	CHN	Cereals	8296894
2009	Import	Viet Nam	CHN	Products of the milling industry; malt; starches; inulin; wheat gluten	35616533
2009	Export	Viet Nam	CHN	Products of the milling industry; malt; starches; inulin; wheat gluten	213210362
2009	Import	Viet Nam	CHN	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder"	22539581
2009	Export	Viet Nam	CHN	"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder"	4731916
2009	Import	Viet Nam	CHN	"Lac; gums, resins and other vegetable saps and extracts"	4561992
2009	Export	Viet Nam	CHN	"Lac; gums, resins and other vegetable saps and extracts"	12881
2009	Import	Viet Nam	CHN	Vegetable plaiting materials; vegetable products not elsewhere specified or included	252420
2009	Export	Viet Nam	CHN	Vegetable plaiting materials; vegetable products not elsewhere specified or included	3064527
2009	Import	Viet Nam	CHN	Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes	1226671
2009	Export	Viet Nam	CHN	Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes	18653173
2009	Import	Viet Nam	CHN	"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"	623450
2009	Export	Viet Nam	CHN	"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates"	268087
2009	Import	Viet Nam	CHN	Sugars and sugar confectionery	28488777
2009	Export	Viet Nam	CHN	Sugars and sugar confectionery	17158434
2009	Import	Viet Nam	CHN	Cocoa and cocoa preparations	1432428
2009	Export	Viet Nam	CHN	Cocoa and cocoa preparations	161254
2009	Import	Viet Nam	CHN	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	1191735
2009	Export	Viet Nam	CHN	"Preparations of cereals, flour, starch or milk; pastrycooks' products"	9493631
2009	Import	Viet Nam	CHN	"Preparations of vegetables, fruit, nuts or other parts of plants"	3048162
2009	Export	Viet Nam	CHN	"Preparations of vegetables, fruit, nuts or other parts of plants"	8449513
2009	Import	Viet Nam	CHN	Miscellaneous edible preparations	10853712
2009	Export	Viet Nam	CHN	Miscellaneous edible preparations	13413072
2009	Import	Viet Nam	CHN	"Beverages, spirits and vinegar"	115490
2009	Export	Viet Nam	CHN	"Beverages, spirits and vinegar"	13365611
2009	Import	Viet Nam	CHN	Residues and waste from the food industries; prepared animal fodder	139784542
2009	Export	Viet Nam	CHN	Residues and waste from the food industries; prepared animal fodder	7127863
2009	Import	Viet Nam	CHN	Tobacco and manufactured tobacco substitutes	74979303
2009	Export	Viet Nam	CHN	Tobacco and manufactured tobacco substitutes	31147970
2009	Import	Viet Nam	CHN	"Salt; sulphur; earths and stone; plastering materials, lime and cement"	61452599
2009	Export	Viet Nam	CHN	"Salt; sulphur; earths and stone; plastering materials, lime and cement"	2359530
2009	Import	Viet Nam	CHN	"Ores, slag and ash"	25795576
2009	Export	Viet Nam	CHN	"Ores, slag and ash"	109713132
2009	Import	Viet Nam	CHN	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	1772306567
2009	Export	Viet Nam	CHN	"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"	1567014889
2009	Import	Viet Nam	CHN	"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"	233413728
2009	Export	Viet Nam	CHN	"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes"	4243668
2009	Import	Viet Nam	CHN	Organic chemicals	273731188
2009	Export	Viet Nam	CHN	Organic chemicals	9569613
2009	Import	Viet Nam	CHN	Pharmaceutical products	32672855
2009	Export	Viet Nam	CHN	Pharmaceutical products	1458147
2009	Import	Viet Nam	CHN	Fertilisers	596644030
2009	Export	Viet Nam	CHN	Fertilisers	1818954
2009	Import	Viet Nam	CHN	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"	146628008
2009	Export	Viet Nam	CHN	"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks"	1266632
2009	Import	Viet Nam	CHN	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	26720420
2009	Export	Viet Nam	CHN	"Essential oils and resinoids; perfumery, cosmetic or toilet preparations"	7756118
2009	Import	Viet Nam	CHN	"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificialwaxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, \dental waxes\"" and dental preparations with a basis o"""	25217113
2009	Export	Viet Nam	CHN	"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificialwaxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, \dental waxes\"" and dental preparations with a basis o"""	3253579
2009	Import	Viet Nam	CHN	Albuminoidal substances; modified starches; glues; enzymes	27864747
2009	Export	Viet Nam	CHN	Albuminoidal substances; modified starches; glues; enzymes	4642943
2009	Import	Viet Nam	CHN	Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations	17572936
2009	Import	Viet Nam	CHN	Photographic or cinematographic goods	12503781
2009	Import	Viet Nam	CHN	Miscellaneous chemical products	315963487
2009	Export	Viet Nam	CHN	Miscellaneous chemical products	11248127
2009	Import	Viet Nam	CHN	Plastics and articles thereof	391022251
2009	Export	Viet Nam	CHN	Plastics and articles thereof	45733015
2009	Import	Viet Nam	CHN	Rubber and articles thereof	100972618
2009	Export	Viet Nam	CHN	Rubber and articles thereof	892359785
2009	Import	Viet Nam	CHN	Raw hides and skins(other than furskins) and leather	35120612
2009	Export	Viet Nam	CHN	Raw hides and skins(other than furskins) and leather	49341275
2009	Import	Viet Nam	CHN	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	12051445
2009	Export	Viet Nam	CHN	"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)"	7489356
2009	Import	Viet Nam	CHN	Furskins and artificial fur; manufactures thereof	5567034
2009	Export	Viet Nam	CHN	Furskins and artificial fur; manufactures thereof	114427
2009	Import	Viet Nam	CHN	Wood and articles of wood; wood charcoal	103954079
2009	Export	Viet Nam	CHN	Wood and articles of wood; wood charcoal	183371621
2009	Import	Viet Nam	CHN	Cork and articles of cork	121913
2009	Export	Viet Nam	CHN	Cork and articles of cork	1223
2009	Import	Viet Nam	CHN	"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"	1278997
2009	Export	Viet Nam	CHN	"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork"	1119184
2009	Import	Viet Nam	CHN	Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard	552031
2009	Export	Viet Nam	CHN	Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) of paper or paperboard	18040
2009	Import	Viet Nam	CHN	"Paper and paperboard; articles of paper pulp, of paper or of paperboard"	127417999
2009	Export	Viet Nam	CHN	"Paper and paperboard; articles of paper pulp, of paper or of paperboard"	3111636
2009	Import	Viet Nam	CHN	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	12885287
2009	Export	Viet Nam	CHN	"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans"	34467
2009	Import	Viet Nam	CHN	Silk	15060894
2009	Export	Viet Nam	CHN	Silk	145308
2009	Import	Viet Nam	CHN	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	20599735
2009	Export	Viet Nam	CHN	"Wool, fine or coarse animal hair; horsehair yarn and woven fabric"	646879
2009	Import	Viet Nam	CHN	Cotton	482943275
2009	Export	Viet Nam	CHN	Cotton	190168181
2009	Import	Viet Nam	CHN	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	6860178
2009	Export	Viet Nam	CHN	Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn	24412532
2009	Import	Viet Nam	CHN	Man-made filaments; strip and the like of man-made textile materials	190117402
2009	Export	Viet Nam	CHN	Man-made filaments; strip and the like of man-made textile materials	29827189
2009	Import	Viet Nam	CHN	Man-made staple fibres	470742935
2009	Export	Viet Nam	CHN	Man-made staple fibres	7577585
2009	Import	Viet Nam	CHN	"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"	49853619
2009	Export	Viet Nam	CHN	"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof"	5116216
2009	Import	Viet Nam	CHN	Carpets and other textile floor coverings	6378032
2009	Import	Viet Nam	CHN	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	101891379
2009	Export	Viet Nam	CHN	Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery	512780
2009	Import	Viet Nam	CHN	"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"	146783903
2009	Export	Viet Nam	CHN	"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use"	671081
2009	Import	Viet Nam	CHN	Knitted or crocheted fabrics	353989283
2009	Export	Viet Nam	CHN	Knitted or crocheted fabrics	3251259
2009	Import	Viet Nam	CHN	"Articles of apparel and clothing accessories, knitted or crocheted"	33841217
2009	Export	Viet Nam	CHN	"Articles of apparel and clothing accessories, knitted or crocheted"	8333949
2009	Import	Viet Nam	CHN	"Articles of apparel and clothing accessories, not knitted or crocheted"	35134772
2009	Export	Viet Nam	CHN	"Articles of apparel and clothing accessories, not knitted or crocheted"	14413835
2009	Import	Viet Nam	CHN	Other made up textile articles; sets; worn clothing and worn textile articles; rags	15970216
2009	Export	Viet Nam	CHN	Other made up textile articles; sets; worn clothing and worn textile articles; rags	3347865
2009	Import	Viet Nam	CHN	"Footwear, gaiters and the like; parts of such articles"	113919316
2009	Export	Viet Nam	CHN	"Footwear, gaiters and the like; parts of such articles"	101558935
2009	Import	Viet Nam	CHN	Headgear and parts thereof	1892768
2009	Export	Viet Nam	CHN	Headgear and parts thereof	384372
2009	Import	Viet Nam	CHN	"Umbrella, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof"	235198
2009	Export	Viet Nam	CHN	"Umbrella, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof"	2392
2009	Import	Viet Nam	CHN	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair	708746
2009	Export	Viet Nam	CHN	Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair	1613204
2009	Import	Viet Nam	CHN	"Articles of stone, plaster, cement, asbestos, mica or similar materials"	68969709
2009	Export	Viet Nam	CHN	"Articles of stone, plaster, cement, asbestos, mica or similar materials"	505018
2009	Import	Viet Nam	CHN	Ceramic products	74622782
2009	Export	Viet Nam	CHN	Ceramic products	2051689
2009	Import	Viet Nam	CHN	Glass and glassware	88022783
2009	Export	Viet Nam	CHN	Glass and glassware	46657858
2009	Import	Viet Nam	CHN	"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin"	7808019
2009	Export	Viet Nam	CHN	"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin"	215667
2009	Import	Viet Nam	CHN	Iron and steel	844677465
2009	Export	Viet Nam	CHN	Iron and steel	10516090
2009	Import	Viet Nam	CHN	Articles of iron or steel	412655025
2009	Export	Viet Nam	CHN	Articles of iron or steel	8826044
2009	Import	Viet Nam	CHN	Copper and articles thereof	56014906
2009	Export	Viet Nam	CHN	Copper and articles thereof	6537896
2009	Import	Viet Nam	CHN	Nickel and articles thereof	606163
2009	Import	Viet Nam	CHN	Aluminum and articles thereof	109731279
2009	Export	Viet Nam	CHN	Aluminum and articles thereof	3847968
2009	Import	Viet Nam	CHN	Lead and articles thereof	26164750
2009	Export	Viet Nam	CHN	Lead and articles thereof	74803
2009	Import	Viet Nam	CHN	Zinc and articles thereof	3432648
2009	Export	Viet Nam	CHN	Zinc and articles thereof	3725711
2009	Import	Viet Nam	CHN	Tin and articles thereof	3709630
2009	Export	Viet Nam	CHN	Tin and articles thereof	269993
2009	Import	Viet Nam	CHN	Other base metals; cermets; articles thereof	4301867
2009	Export	Viet Nam	CHN	Other base metals; cermets; articles thereof	286412
2009	Import	Viet Nam	CHN	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"	24729864
2009	Export	Viet Nam	CHN	"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal"	1850632
2009	Import	Viet Nam	CHN	Miscellaneous articles of base metal	89070265
2009	Export	Viet Nam	CHN	Miscellaneous articles of base metal	628475
2009	Import	Viet Nam	CHN	"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"	3261151697
2009	Export	Viet Nam	CHN	"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof"	162517092
2009	Import	Viet Nam	CHN	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"	3487440737
2009	Export	Viet Nam	CHN	"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles"	301680497
2009	Import	Viet Nam	CHN	"Railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds"	8511278
2009	Import	Viet Nam	CHN	"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"	394727919
2009	Export	Viet Nam	CHN	"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof"	27272100
2009	Import	Viet Nam	CHN	"Aircraft, spacecraft, and parts thereof"	1346398
2009	Export	Viet Nam	CHN	"Aircraft, spacecraft, and parts thereof"	6708
2009	Import	Viet Nam	CHN	"Ships, boats and floating structures"	90910150
2009	Export	Viet Nam	CHN	"Ships, boats and floating structures"	1508761
2009	Import	Viet Nam	CHN	"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"	247700241
2009	Export	Viet Nam	CHN	"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof"	9731313
2009	Import	Viet Nam	CHN	Clocks and watches and parts thereof	6809221
2009	Export	Viet Nam	CHN	Clocks and watches and parts thereof	7288
2009	Import	Viet Nam	CHN	Musical instruments; parts and accessories of such articles	5238688
2009	Export	Viet Nam	CHN	Musical instruments; parts and accessories of such articles	213048
2009	Import	Viet Nam	CHN	Arms and ammunition; parts and accessories thereof	1542305
2009	Import	Viet Nam	CHN	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	49232754
2009	Export	Viet Nam	CHN	"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings"	23697128
2009	Import	Viet Nam	CHN	"Toys, games and sports requisites; parts and accessories thereof"	29034209
2009	Export	Viet Nam	CHN	"Toys, games and sports requisites; parts and accessories thereof"	1671637
2009	Import	Viet Nam	CHN	Miscellaneous manufactured articles	77843358
2009	Export	Viet Nam	CHN	Miscellaneous manufactured articles	1640747
2009	Import	Viet Nam	CHN	"Works of art, collectors' pieces and antiques"	61534
2009	Export	Viet Nam	CHN	"Works of art, collectors' pieces and antiques"	37664
2009	Import	Viet Nam	CHN	Commodities not specified according to kind	235254054
2009	Export	Viet Nam	CHN	Commodities not specified according to kind	365689864
2010	Export	Viet Nam	CHN	Live animals; animal products	3.00E+05
2010	Import	Viet Nam	CHN	Meat and edible meat offal	151600
2010	Export	Viet Nam	CHN	Meat and edible meat offal	424470
2010	Import	Viet Nam	CHN	"Fish and crustaceans, molluscs and other acquatic invertebrates"	9858600
2010	Export	Viet Nam	CHN	"Fish and crustaceans, molluscs and other acquatic invertebrates"	162055037
